item_id,model_id,precision,no_rag,with_rag
clinical_astra_b02_004,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b02_004,google/gemma-3-27b-it,BF16,0.0,0.0
clinical_astra_b02_004,google/gemma-3-27b-it,NF4,0.0,0.0
clinical_astra_b02_004,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b02_004,gpt-5.5-2026-04-23,API,1.0,0.0
clinical_astra_b02_004,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b02_004,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b02_004,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b02_004,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_004,microsoft/phi-4,BF16,0.0,0.0
clinical_astra_b02_004,microsoft/phi-4,NF4,0.0,0.0
clinical_astra_b02_005,Qwen/Qwen3.8-27B,BF16,0.0,0.0
clinical_astra_b02_005,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b02_005,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b02_005,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_005,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_005,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b02_005,google/gemma-3-27b-it,BF16,0.0,0.0
clinical_astra_b02_005,google/gemma-3-27b-it,NF4,0.0,0.0
clinical_astra_b02_005,google/gemma-4-12B-it,BF16,0.0,0.0
clinical_astra_b02_005,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b02_005,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_005,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b02_005,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b02_005,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b02_005,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_005,microsoft/phi-4,NF4,0.0,0.0
clinical_astra_b02_006,XHToken/Spark-X2.5-4B,BF16,1.0,0.0
clinical_astra_b02_006,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_006,google/gemma-3-27b-it,NF4,0.0,0.0
clinical_astra_b02_006,google/gemma-4-12B-it,BF16,1.0,0.0
clinical_astra_b02_006,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b02_006,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b02_006,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_007,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b02_007,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b02_007,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_007,google/gemma-3-12b-it,BF16,0.0,1.0
clinical_astra_b02_007,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b02_007,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_007,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b02_007,google/gemma-4-12B-it,BF16,0.0,1.0
clinical_astra_b02_007,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_007,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b02_007,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_007,microsoft/phi-4,BF16,0.0,1.0
clinical_astra_b02_008,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b02_008,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b02_008,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b02_008,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_008,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_008,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b02_008,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b02_008,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_008,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_008,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b02_008,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b02_008,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b02_008,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b02_008,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b02_008,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b02_008,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b02_008,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b02_009,Qwen/Qwen3.8-27B,NF4,0.0,0.0
clinical_astra_b02_009,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b02_009,anthropic/claude-opus-4.8,API,1.0,0.0
clinical_astra_b02_009,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b02_009,google/gemma-3-27b-it,BF16,0.0,0.0
clinical_astra_b02_009,google/gemma-4-12B-it,BF16,0.0,0.0
clinical_astra_b02_009,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b02_009,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b02_009,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b02_009,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b02_009,microsoft/phi-4,BF16,0.0,0.0
clinical_astra_b02_009,microsoft/phi-4,NF4,0.0,0.0
clinical_astra_b02_010,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b02_010,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b02_010,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b02_010,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b02_010,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_010,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_010,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b02_010,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_010,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_010,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b02_010,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_010,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b02_010,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,1.0
clinical_astra_b02_010,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b02_010,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b02_010,microsoft/phi-4,BF16,0.0,1.0
clinical_astra_b02_010,microsoft/phi-4,NF4,0.0,1.0
clinical_astra_b02_011,Qwen/Qwen3.8-27B,NF4,0.0,1.0
clinical_astra_b02_011,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b02_011,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b02_011,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_011,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_011,google/gemma-3-12b-it,BF16,1.0,0.0
clinical_astra_b02_011,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_011,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_011,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_011,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b02_011,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b02_011,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b02_011,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_012,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b02_012,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b02_012,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b02_012,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_012,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_012,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b02_012,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b02_012,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_012,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_012,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b02_012,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b02_012,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_012,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b02_012,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b02_012,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,1.0
clinical_astra_b02_012,meta-llama/Llama-3.2-1B-Instruct,NF4,1.0,1.0
clinical_astra_b02_012,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b02_013,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b02_013,Qwen/Qwen3.8-27B,NF4,0.0,1.0
clinical_astra_b02_013,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b02_013,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b02_013,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_013,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_013,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b02_013,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b02_013,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_013,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_013,google/gemma-4-12B-it,BF16,0.0,1.0
clinical_astra_b02_013,google/gemma-4-12B-it,NF4,0.0,1.0
clinical_astra_b02_013,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_013,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,1.0
clinical_astra_b02_013,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,1.0
clinical_astra_b02_013,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b02_013,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_013,microsoft/phi-4,BF16,0.0,1.0
clinical_astra_b02_013,microsoft/phi-4,NF4,0.0,1.0
clinical_astra_b02_014,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b02_014,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b02_014,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b02_014,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_014,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_014,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b02_014,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b02_014,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_014,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_014,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b02_014,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b02_014,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_014,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b02_014,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b02_014,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b02_014,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b02_014,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b02_015,Qwen/Qwen3.8-27B,BF16,0.0,0.0
clinical_astra_b02_015,Qwen/Qwen3.8-27B,NF4,0.0,0.0
clinical_astra_b02_015,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b02_015,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_015,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_015,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b02_015,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b02_015,google/gemma-3-27b-it,BF16,0.0,0.0
clinical_astra_b02_015,google/gemma-3-27b-it,NF4,0.0,0.0
clinical_astra_b02_015,google/gemma-4-12B-it,BF16,0.0,0.0
clinical_astra_b02_015,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b02_015,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_015,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b02_015,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b02_015,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_015,microsoft/phi-4,BF16,0.0,0.0
clinical_astra_b02_015,microsoft/phi-4,NF4,0.0,0.0
clinical_astra_b02_016,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b02_016,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b02_016,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b02_016,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b02_016,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_016,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b02_016,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b02_016,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_016,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_016,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b02_016,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b02_016,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_016,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b02_016,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b02_016,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_016,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b02_016,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b02_017,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b02_017,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b02_017,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b02_017,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_017,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_017,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b02_017,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b02_017,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_017,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_017,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b02_017,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b02_017,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_017,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b02_017,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b02_017,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b02_017,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b02_017,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b02_017,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b02_018,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b02_018,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b02_018,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b02_018,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_018,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_018,google/gemma-3-27b-it,BF16,1.0,0.0
clinical_astra_b02_018,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_018,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b02_018,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_018,microsoft/phi-4,BF16,0.0,0.0
clinical_astra_b02_018,microsoft/phi-4,NF4,0.0,1.0
clinical_astra_b02_019,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b02_019,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_019,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b02_019,google/gemma-4-12B-it,BF16,0.0,1.0
clinical_astra_b02_019,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_019,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,1.0
clinical_astra_b02_019,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b02_019,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b02_019,microsoft/phi-4,BF16,1.0,0.0
clinical_astra_b02_020,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b02_020,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b02_020,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b02_020,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b02_020,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b02_020,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b02_020,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b02_020,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b02_020,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b02_020,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b02_020,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b02_020,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b02_020,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b02_020,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b02_020,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b02_020,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_001,Qwen/Qwen3.8-27B,BF16,0.0,1.0
clinical_astra_b03_001,Qwen/Qwen3.8-27B,NF4,0.0,1.0
clinical_astra_b03_001,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b03_001,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_001,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_001,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b03_001,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b03_001,google/gemma-3-27b-it,BF16,0.0,1.0
clinical_astra_b03_001,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b03_001,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_001,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,1.0
clinical_astra_b03_001,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b03_001,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b03_001,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b03_002,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_002,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_002,XHToken/Spark-X2.5-4B,BF16,1.0,0.0
clinical_astra_b03_002,XHToken/Spark-X2.5-4B,NF4,1.0,0.0
clinical_astra_b03_002,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_002,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_002,google/gemma-3-12b-it,BF16,1.0,0.0
clinical_astra_b03_002,google/gemma-3-12b-it,NF4,1.0,0.0
clinical_astra_b03_002,google/gemma-3-27b-it,BF16,1.0,0.0
clinical_astra_b03_002,google/gemma-3-27b-it,NF4,1.0,0.0
clinical_astra_b03_002,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_002,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_002,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b03_002,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,0.0
clinical_astra_b03_002,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b03_002,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_002,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_003,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_003,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_003,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b03_003,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_003,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_003,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_003,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_003,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_003,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_003,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_003,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_003,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_003,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b03_003,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,0.0
clinical_astra_b03_003,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,0.0
clinical_astra_b03_003,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_003,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b03_004,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_004,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_004,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_004,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_004,google/gemma-3-12b-it,BF16,1.0,0.0
clinical_astra_b03_004,google/gemma-3-12b-it,NF4,1.0,0.0
clinical_astra_b03_004,google/gemma-3-27b-it,BF16,1.0,0.0
clinical_astra_b03_004,google/gemma-3-27b-it,NF4,1.0,0.0
clinical_astra_b03_004,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_004,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_004,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_004,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b03_004,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,0.0
clinical_astra_b03_004,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b03_004,microsoft/phi-4,BF16,1.0,0.0
clinical_astra_b03_004,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b03_005,Qwen/Qwen3.8-27B,BF16,1.0,0.0
clinical_astra_b03_005,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_005,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b03_005,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b03_005,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_005,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_005,google/gemma-3-12b-it,NF4,1.0,0.0
clinical_astra_b03_005,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_005,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_005,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_005,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_005,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b03_005,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b03_005,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b03_005,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b03_006,Qwen/Qwen3.8-27B,BF16,1.0,0.0
clinical_astra_b03_006,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_006,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b03_006,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_006,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_006,google/gemma-3-12b-it,NF4,1.0,0.0
clinical_astra_b03_006,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_006,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b03_006,google/gemma-4-12B-it,BF16,0.0,1.0
clinical_astra_b03_006,google/gemma-4-12B-it,NF4,1.0,0.0
clinical_astra_b03_006,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_006,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b03_006,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,0.0
clinical_astra_b03_006,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b03_006,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_006,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_007,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_007,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b03_007,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_007,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_007,google/gemma-3-12b-it,BF16,0.0,1.0
clinical_astra_b03_007,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_007,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_007,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_007,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_007,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_007,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_007,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_007,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_007,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b03_007,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_008,Qwen/Qwen3.8-27B,BF16,1.0,1.0
