model_id,precision,item_id,retained
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_007,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_008,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_009,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_010,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_011,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_012,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_013,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_014,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_015,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_016,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_017,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_018,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_019,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_020,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_001,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_002,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_003,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_004,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_005,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_006,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_007,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_008,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_009,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_010,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_011,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_012,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_013,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_014,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_015,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_016,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_017,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_018,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_019,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_020,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_001,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_002,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_003,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_004,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_005,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_006,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_007,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_008,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_009,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_010,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_011,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_012,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_013,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_014,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_015,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_016,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_017,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_018,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_019,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_020,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_001,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_002,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_003,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_004,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_005,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_006,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_007,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_008,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_009,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_010,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_011,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_012,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_013,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_014,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_015,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_016,False
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_017,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_018,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_019,True
XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_020,False
anthropic/claude-opus-4.8,API,clinical_astra_b01_001,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_002,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_003,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_004,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_005,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_006,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_007,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_008,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_009,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_010,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_011,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_012,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_013,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_014,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_015,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_016,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_017,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_018,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_019,True
anthropic/claude-opus-4.8,API,clinical_astra_b01_020,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_001,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_002,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_003,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_004,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_005,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_006,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_007,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_008,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_009,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_010,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_011,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_012,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_013,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_014,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_015,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_016,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_017,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_018,True
anthropic/claude-opus-4.8,API,clinical_astra_b02_019,False
anthropic/claude-opus-4.8,API,clinical_astra_b02_020,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_001,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_002,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_003,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_004,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_005,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_006,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_007,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_008,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_009,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_010,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_011,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_012,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_013,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_014,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_015,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_016,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_017,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_018,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_019,True
anthropic/claude-opus-4.8,API,clinical_astra_b03_020,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_001,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_002,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_003,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_004,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_005,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_006,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_007,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_008,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_009,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_010,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_011,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_012,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_013,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_014,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_015,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_016,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_017,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_018,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_019,True
anthropic/claude-opus-4.8,API,clinical_astra_b04_020,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_001,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_002,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_003,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_004,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_005,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_006,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_007,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_008,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_009,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_010,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_011,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_012,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_013,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_014,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_015,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_016,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_017,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_018,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_019,True
anthropic/claude-opus-4.8,API,clinical_astra_b05_020,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_001,False
anthropic/claude-opus-4.8,API,clinical_astra_b06_002,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_003,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_004,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_005,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_006,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_007,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_008,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_009,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_010,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_011,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_012,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_013,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_014,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_015,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_016,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_017,False
anthropic/claude-opus-4.8,API,clinical_astra_b06_018,False
anthropic/claude-opus-4.8,API,clinical_astra_b06_019,True
anthropic/claude-opus-4.8,API,clinical_astra_b06_020,True
gemini-3.8-flash,API,clinical_astra_b01_001,True
gemini-3.8-flash,API,clinical_astra_b01_002,False
gemini-3.8-flash,API,clinical_astra_b01_003,True
gemini-3.8-flash,API,clinical_astra_b01_004,True
gemini-3.8-flash,API,clinical_astra_b01_005,True
gemini-3.8-flash,API,clinical_astra_b01_006,True
gemini-3.8-flash,API,clinical_astra_b01_007,True
gemini-3.8-flash,API,clinical_astra_b01_008,True
gemini-3.8-flash,API,clinical_astra_b01_009,True
gemini-3.8-flash,API,clinical_astra_b01_010,True
gemini-3.8-flash,API,clinical_astra_b01_011,True
gemini-3.8-flash,API,clinical_astra_b01_012,True
gemini-3.8-flash,API,clinical_astra_b01_013,True
gemini-3.8-flash,API,clinical_astra_b01_014,True
gemini-3.8-flash,API,clinical_astra_b01_015,True
gemini-3.8-flash,API,clinical_astra_b01_016,False
gemini-3.8-flash,API,clinical_astra_b01_017,True
gemini-3.8-flash,API,clinical_astra_b01_018,True
gemini-3.8-flash,API,clinical_astra_b01_019,True
gemini-3.8-flash,API,clinical_astra_b01_020,True
gemini-3.8-flash,API,clinical_astra_b02_001,True
gemini-3.8-flash,API,clinical_astra_b02_002,True
gemini-3.8-flash,API,clinical_astra_b02_003,True
gemini-3.8-flash,API,clinical_astra_b02_004,True
gemini-3.8-flash,API,clinical_astra_b02_005,True
gemini-3.8-flash,API,clinical_astra_b02_006,False
gemini-3.8-flash,API,clinical_astra_b02_007,False
gemini-3.8-flash,API,clinical_astra_b02_008,True
gemini-3.8-flash,API,clinical_astra_b02_009,False
gemini-3.8-flash,API,clinical_astra_b02_010,True
gemini-3.8-flash,API,clinical_astra_b02_011,True
gemini-3.8-flash,API,clinical_astra_b02_012,True
gemini-3.8-flash,API,clinical_astra_b02_013,True
gemini-3.8-flash,API,clinical_astra_b02_014,True
gemini-3.8-flash,API,clinical_astra_b02_015,True
gemini-3.8-flash,API,clinical_astra_b02_016,False
gemini-3.8-flash,API,clinical_astra_b02_017,True
gemini-3.8-flash,API,clinical_astra_b02_018,True
gemini-3.8-flash,API,clinical_astra_b02_019,True
gemini-3.8-flash,API,clinical_astra_b02_020,True
gemini-3.8-flash,API,clinical_astra_b03_001,True
gemini-3.8-flash,API,clinical_astra_b03_002,True
gemini-3.8-flash,API,clinical_astra_b03_003,True
gemini-3.8-flash,API,clinical_astra_b03_004,True
gemini-3.8-flash,API,clinical_astra_b03_005,True
gemini-3.8-flash,API,clinical_astra_b03_006,True
gemini-3.8-flash,API,clinical_astra_b03_007,True
gemini-3.8-flash,API,clinical_astra_b03_008,True
gemini-3.8-flash,API,clinical_astra_b03_009,True
gemini-3.8-flash,API,clinical_astra_b03_010,True
gemini-3.8-flash,API,clinical_astra_b03_011,True
gemini-3.8-flash,API,clinical_astra_b03_012,True
gemini-3.8-flash,API,clinical_astra_b03_013,True
gemini-3.8-flash,API,clinical_astra_b03_014,True
gemini-3.8-flash,API,clinical_astra_b03_015,True
gemini-3.8-flash,API,clinical_astra_b03_016,True
gemini-3.8-flash,API,clinical_astra_b03_017,True
gemini-3.8-flash,API,clinical_astra_b03_018,True
gemini-3.8-flash,API,clinical_astra_b03_019,True
gemini-3.8-flash,API,clinical_astra_b03_020,False
gemini-3.8-flash,API,clinical_astra_b04_001,True
gemini-3.8-flash,API,clinical_astra_b04_002,True
gemini-3.8-flash,API,clinical_astra_b04_003,True
gemini-3.8-flash,API,clinical_astra_b04_004,True
gemini-3.8-flash,API,clinical_astra_b04_005,True
gemini-3.8-flash,API,clinical_astra_b04_006,True
gemini-3.8-flash,API,clinical_astra_b04_007,True
gemini-3.8-flash,API,clinical_astra_b04_008,True
gemini-3.8-flash,API,clinical_astra_b04_009,True
gemini-3.8-flash,API,clinical_astra_b04_010,True
gemini-3.8-flash,API,clinical_astra_b04_011,True
gemini-3.8-flash,API,clinical_astra_b04_012,True
gemini-3.8-flash,API,clinical_astra_b04_013,True
gemini-3.8-flash,API,clinical_astra_b04_014,True
gemini-3.8-flash,API,clinical_astra_b04_015,True
gemini-3.8-flash,API,clinical_astra_b04_016,True
gemini-3.8-flash,API,clinical_astra_b04_017,True
gemini-3.8-flash,API,clinical_astra_b04_018,True
gemini-3.8-flash,API,clinical_astra_b04_019,True
gemini-3.8-flash,API,clinical_astra_b04_020,True
gemini-3.8-flash,API,clinical_astra_b05_001,True
gemini-3.8-flash,API,clinical_astra_b05_002,True
gemini-3.8-flash,API,clinical_astra_b05_003,False
gemini-3.8-flash,API,clinical_astra_b05_004,True
gemini-3.8-flash,API,clinical_astra_b05_005,True
gemini-3.8-flash,API,clinical_astra_b05_006,True
gemini-3.8-flash,API,clinical_astra_b05_007,True
gemini-3.8-flash,API,clinical_astra_b05_008,True
gemini-3.8-flash,API,clinical_astra_b05_009,True
gemini-3.8-flash,API,clinical_astra_b05_010,True
gemini-3.8-flash,API,clinical_astra_b05_011,True
gemini-3.8-flash,API,clinical_astra_b05_012,True
gemini-3.8-flash,API,clinical_astra_b05_013,True
gemini-3.8-flash,API,clinical_astra_b05_014,True
gemini-3.8-flash,API,clinical_astra_b05_015,True
gemini-3.8-flash,API,clinical_astra_b05_016,True
gemini-3.8-flash,API,clinical_astra_b05_017,True
gemini-3.8-flash,API,clinical_astra_b05_018,True
gemini-3.8-flash,API,clinical_astra_b05_019,True
gemini-3.8-flash,API,clinical_astra_b05_020,True
gemini-3.8-flash,API,clinical_astra_b06_001,False
gemini-3.8-flash,API,clinical_astra_b06_002,True
gemini-3.8-flash,API,clinical_astra_b06_003,True
gemini-3.8-flash,API,clinical_astra_b06_004,True
gemini-3.8-flash,API,clinical_astra_b06_005,True
gemini-3.8-flash,API,clinical_astra_b06_006,True
gemini-3.8-flash,API,clinical_astra_b06_007,True
gemini-3.8-flash,API,clinical_astra_b06_008,True
gemini-3.8-flash,API,clinical_astra_b06_009,True
gemini-3.8-flash,API,clinical_astra_b06_010,True
gemini-3.8-flash,API,clinical_astra_b06_011,True
gemini-3.8-flash,API,clinical_astra_b06_012,True
gemini-3.8-flash,API,clinical_astra_b06_013,True
gemini-3.8-flash,API,clinical_astra_b06_014,True
gemini-3.8-flash,API,clinical_astra_b06_015,True
gemini-3.8-flash,API,clinical_astra_b06_016,True
gemini-3.8-flash,API,clinical_astra_b06_017,False
gemini-3.8-flash,API,clinical_astra_b06_018,True
gemini-3.8-flash,API,clinical_astra_b06_019,False
gemini-3.8-flash,API,clinical_astra_b06_020,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_001,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_002,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_003,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_004,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_005,False
google/gemma-3-12b-it,BF16,clinical_astra_b01_006,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_007,False
google/gemma-3-12b-it,BF16,clinical_astra_b01_008,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_009,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_010,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_011,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_012,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_013,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_014,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_015,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_016,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_017,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_018,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_019,True
google/gemma-3-12b-it,BF16,clinical_astra_b01_020,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_001,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_002,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_003,False
google/gemma-3-12b-it,BF16,clinical_astra_b02_004,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_005,False
google/gemma-3-12b-it,BF16,clinical_astra_b02_006,False
google/gemma-3-12b-it,BF16,clinical_astra_b02_007,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_008,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_009,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_010,False
google/gemma-3-12b-it,BF16,clinical_astra_b02_011,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_012,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_013,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_014,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_015,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_016,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_017,True
google/gemma-3-12b-it,BF16,clinical_astra_b02_018,False
google/gemma-3-12b-it,BF16,clinical_astra_b02_019,False
google/gemma-3-12b-it,BF16,clinical_astra_b02_020,False
google/gemma-3-12b-it,BF16,clinical_astra_b03_001,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_002,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_003,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_004,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_005,False
google/gemma-3-12b-it,BF16,clinical_astra_b03_006,False
google/gemma-3-12b-it,BF16,clinical_astra_b03_007,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_008,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_009,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_010,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_011,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_012,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_013,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_014,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_015,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_016,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_017,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_018,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_019,True
google/gemma-3-12b-it,BF16,clinical_astra_b03_020,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_001,False
google/gemma-3-12b-it,BF16,clinical_astra_b04_002,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_003,False
google/gemma-3-12b-it,BF16,clinical_astra_b04_004,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_005,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_006,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_007,False
google/gemma-3-12b-it,BF16,clinical_astra_b04_008,False
google/gemma-3-12b-it,BF16,clinical_astra_b04_009,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_010,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_011,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_012,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_013,False
google/gemma-3-12b-it,BF16,clinical_astra_b04_014,False
google/gemma-3-12b-it,BF16,clinical_astra_b04_015,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_016,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_017,False
google/gemma-3-12b-it,BF16,clinical_astra_b04_018,False
google/gemma-3-12b-it,BF16,clinical_astra_b04_019,True
google/gemma-3-12b-it,BF16,clinical_astra_b04_020,False
google/gemma-3-12b-it,BF16,clinical_astra_b05_001,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_002,False
google/gemma-3-12b-it,BF16,clinical_astra_b05_003,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_004,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_005,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_006,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_007,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_008,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_009,False
google/gemma-3-12b-it,BF16,clinical_astra_b05_010,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_011,False
google/gemma-3-12b-it,BF16,clinical_astra_b05_012,False
google/gemma-3-12b-it,BF16,clinical_astra_b05_013,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_014,False
google/gemma-3-12b-it,BF16,clinical_astra_b05_015,False
google/gemma-3-12b-it,BF16,clinical_astra_b05_016,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_017,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_018,False
google/gemma-3-12b-it,BF16,clinical_astra_b05_019,True
google/gemma-3-12b-it,BF16,clinical_astra_b05_020,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_001,False
google/gemma-3-12b-it,BF16,clinical_astra_b06_002,False
google/gemma-3-12b-it,BF16,clinical_astra_b06_003,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_004,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_005,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_006,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_007,False
google/gemma-3-12b-it,BF16,clinical_astra_b06_008,False
google/gemma-3-12b-it,BF16,clinical_astra_b06_009,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_010,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_011,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_012,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_013,False
google/gemma-3-12b-it,BF16,clinical_astra_b06_014,False
google/gemma-3-12b-it,BF16,clinical_astra_b06_015,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_016,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_017,False
google/gemma-3-12b-it,BF16,clinical_astra_b06_018,True
google/gemma-3-12b-it,BF16,clinical_astra_b06_019,False
google/gemma-3-12b-it,BF16,clinical_astra_b06_020,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_001,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_002,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_003,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_004,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_005,False
google/gemma-3-12b-it,NF4,clinical_astra_b01_006,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_007,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_008,False
google/gemma-3-12b-it,NF4,clinical_astra_b01_009,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_010,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_011,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_012,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_013,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_014,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_015,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_016,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_017,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_018,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_019,True
google/gemma-3-12b-it,NF4,clinical_astra_b01_020,True
google/gemma-3-12b-it,NF4,clinical_astra_b02_001,True
google/gemma-3-12b-it,NF4,clinical_astra_b02_002,True
google/gemma-3-12b-it,NF4,clinical_astra_b02_003,True
